"(Vol Return Stats:- Interval:1d, Symbol:FGBL)",All day
count,3306.0
mean,78.94978826376284
std,43.45145504459223
min,1.0000000000019327
5%,34.00000000000034
25%,50.99999999999909
50%,68.00000000000068
68%,85.99999999999852
90%,130.00000000000114
95%,160.7500000000016
99%,235.99999999999986
99.7%,325.085
max,469.0000000000026
