Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,3.25,0.47533366269921573,0.47533366269921573
2024-10-01,2.0,-0.25475398915905684,-0.25475398915905684
2024-10-02,1.25,-0.6928065802740203,-0.6928065802740203
2024-10-03,1.5,-0.5467890499023659,-0.5467890499023659
2024-10-07,1.25,-0.6928065802740203,-0.6928065802740203
2024-10-08,2.5,0.0372810715842522,0.0372810715842522
2024-10-09,1.75,-0.40077151953071133,-0.40077151953071133
2024-10-14,1.25,-0.6928065802740203,-0.6928065802740203
2024-10-16,1.0,-0.8388241106456749,-0.8388241106456749
2024-10-17,1.5,-0.5467890499023659,-0.5467890499023659
2024-10-18,1.25,-0.6928065802740203,-0.6928065802740203
2024-10-21,1.75,-0.40077151953071133,-0.40077151953071133
2024-10-22,1.25,-0.6928065802740203,-0.6928065802740203
2024-10-23,2.0,-0.25475398915905684,-0.25475398915905684
2024-10-24,2.0,-0.25475398915905684,-0.25475398915905684
2024-10-28,2.0,-0.25475398915905684,-0.25475398915905684
2024-10-29,3.25,0.47533366269921573,0.47533366269921573
2024-11-04,3.75,0.7673687234425247,0.7673687234425247
2024-11-05,2.5,0.0372810715842522,0.0372810715842522
2024-11-06,2.75,0.18329860195590672,0.18329860195590672
2024-11-07,3.75,0.7673687234425247,0.7673687234425247
2024-11-11,2.25,-0.1087364587874023,-0.1087364587874023
2024-11-15,2.25,-0.1087364587874023,-0.1087364587874023
2024-11-18,1.75,-0.40077151953071133,-0.40077151953071133
2024-11-19,2.25,-0.1087364587874023,-0.1087364587874023
2024-11-20,1.5,-0.5467890499023659,-0.5467890499023659
2024-11-21,1.5,-0.5467890499023659,-0.5467890499023659
2024-11-25,1.5,-0.5467890499023659,-0.5467890499023659
2024-11-26,2.0,-0.25475398915905684,-0.25475398915905684
2024-12-02,4.0,0.9133862538141793,0.9133862538141793
2024-12-03,3.75,0.7673687234425247,0.7673687234425247
2024-12-04,1.5,-0.5467890499023659,-0.5467890499023659
2024-12-05,3.5,0.6213511930708703,0.6213511930708703
2024-12-10,2.75,0.18329860195590672,0.18329860195590672
2024-12-13,1.5,-0.5467890499023659,-0.5467890499023659
2024-12-16,1.5,-0.5467890499023659,-0.5467890499023659
2024-12-17,2.25,-0.1087364587874023,-0.1087364587874023
2024-12-18,4.75,1.3514388449291428,1.3514388449291428
2024-12-23,1.75,-0.40077151953071133,-0.40077151953071133
2024-12-26,1.25,-0.6928065802740203,-0.6928065802740203
2024-12-27,1.5,-0.5467890499023659,-0.5467890499023659
2024-12-30,2.0,-0.25475398915905684,-0.25475398915905684
2024-12-31,1.25,-0.6928065802740203,-0.6928065802740203
2025-01-02,1.75,-0.40077151953071133,-0.40077151953071133
2025-01-03,1.0,-0.8388241106456749,-0.8388241106456749
2025-01-06,3.0,0.32931613232756124,0.32931613232756124
2025-01-07,1.75,-0.40077151953071133,-0.40077151953071133
2025-01-08,3.5,0.6213511930708703,0.6213511930708703
2025-01-16,1.75,-0.40077151953071133,-0.40077151953071133
2025-01-17,3.0,0.32931613232756124,0.32931613232756124
2025-01-21,2.0,-0.25475398915905684,-0.25475398915905684
2025-01-22,2.75,0.18329860195590672,0.18329860195590672
2025-01-23,1.5,-0.5467890499023659,-0.5467890499023659
2025-01-27,1.75,-0.40077151953071133,-0.40077151953071133
2025-01-28,2.5,0.0372810715842522,0.0372810715842522
2025-01-29,3.25,0.47533366269921573,0.47533366269921573
2025-02-03,3.75,0.7673687234425247,0.7673687234425247
2025-02-04,1.75,-0.40077151953071133,-0.40077151953071133
2025-02-05,1.75,-0.40077151953071133,-0.40077151953071133
2025-02-06,0.75,-0.9848416410173294,-0.9848416410173294
2025-02-11,0.75,-0.9848416410173294,-0.9848416410173294
2025-02-14,1.0,-0.8388241106456749,-0.8388241106456749
2025-02-18,2.0,-0.25475398915905684,-0.25475398915905684
2025-02-19,1.25,-0.6928065802740203,-0.6928065802740203
2025-02-20,1.25,-0.6928065802740203,-0.6928065802740203
2025-02-24,1.5,-0.5467890499023659,-0.5467890499023659
2025-02-25,1.5,-0.5467890499023659,-0.5467890499023659
2025-02-26,2.5,0.0372810715842522,0.0372810715842522
2025-03-03,4.75,1.3514388449291428,1.3514388449291428
2025-03-04,7.0,2.665596618274033,2.665596618274033
2025-03-05,3.5,0.6213511930708703,0.6213511930708703
2025-03-06,2.0,-0.25475398915905684,-0.25475398915905684
2025-03-11,2.25,-0.1087364587874023,-0.1087364587874023
2025-03-17,1.75,-0.40077151953071133,-0.40077151953071133
2025-03-18,1.75,-0.40077151953071133,-0.40077151953071133
2025-03-19,2.25,-0.1087364587874023,-0.1087364587874023
2025-03-20,1.75,-0.40077151953071133,-0.40077151953071133
2025-03-21,1.25,-0.6928065802740203,-0.6928065802740203
2025-03-24,1.25,-0.6928065802740203,-0.6928065802740203
2025-03-25,1.5,-0.5467890499023659,-0.5467890499023659
2025-03-26,2.5,0.0372810715842522,0.0372810715842522
2025-03-31,4.25,1.0594037841858337,1.0594037841858337
2025-04-01,2.0,-0.25475398915905684,-0.25475398915905684
2025-04-02,2.0,-0.25475398915905684,-0.25475398915905684
2025-04-03,3.75,0.7673687234425247,0.7673687234425247
2025-04-07,10.0,4.417806982733888,4.417806982733888
2025-04-08,8.0,3.2496667397606513,3.2496667397606513
2025-04-09,11.5,5.293912164963814,5.293912164963814
2025-04-15,2.75,0.18329860195590672,0.18329860195590672
2025-04-16,3.25,0.47533366269921573,0.47533366269921573
2025-04-17,1.5,-0.5467890499023659,-0.5467890499023659
2025-04-21,2.0,-0.25475398915905684,-0.25475398915905684
2025-04-22,2.0,-0.25475398915905684,-0.25475398915905684
2025-04-23,1.5,-0.5467890499023659,-0.5467890499023659
