Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2024-10-14,2.5,-1.1566381138114226,-1.1566381138114226
2024-10-16,3.0,-0.8746478298656626,-0.8746478298656626
2024-10-17,3.5,-0.5926575459199025,-0.5926575459199025
2024-10-18,3.5,-0.5926575459199025,-0.5926575459199025
2024-10-21,4.5,-0.028676978028382306,-0.028676978028382306
2024-10-22,3.0,-0.8746478298656626,-0.8746478298656626
2024-10-23,4.0,-0.3106672619741424,-0.3106672619741424
2024-10-24,4.0,-0.3106672619741424,-0.3106672619741424
2024-10-28,4.0,-0.3106672619741424,-0.3106672619741424
2024-10-29,7.0,1.3812744417004181,1.3812744417004181
2024-11-04,7.5,1.6632647256461783,1.6632647256461783
2024-11-05,5.0,0.2533133059173778,0.2533133059173778
2024-11-06,5.5,0.5353035898631379,0.5353035898631379
2024-11-07,7.5,1.6632647256461783,1.6632647256461783
2024-11-11,4.5,-0.028676978028382306,-0.028676978028382306
2024-11-15,5.5,0.5353035898631379,0.5353035898631379
2024-11-18,2.5,-1.1566381138114226,-1.1566381138114226
2024-11-19,4.5,-0.028676978028382306,-0.028676978028382306
2024-11-20,3.5,-0.5926575459199025,-0.5926575459199025
2024-11-21,4.0,-0.3106672619741424,-0.3106672619741424
2024-11-25,4.0,-0.3106672619741424,-0.3106672619741424
2024-11-26,5.0,0.2533133059173778,0.2533133059173778
2024-12-02,5.5,0.5353035898631379,0.5353035898631379
2024-12-03,6.5,1.0992841577546582,1.0992841577546582
2024-12-04,3.0,-0.8746478298656626,-0.8746478298656626
2024-12-05,5.5,0.5353035898631379,0.5353035898631379
2024-12-10,4.0,-0.3106672619741424,-0.3106672619741424
2024-12-13,3.5,-0.5926575459199025,-0.5926575459199025
2024-12-16,3.5,-0.5926575459199025,-0.5926575459199025
2024-12-17,4.0,-0.3106672619741424,-0.3106672619741424
2024-12-18,9.5,2.7912258614292185,2.7912258614292185
2024-12-23,3.5,-0.5926575459199025,-0.5926575459199025
2024-12-26,3.0,-0.8746478298656626,-0.8746478298656626
2024-12-27,4.0,-0.3106672619741424,-0.3106672619741424
2024-12-30,5.0,0.2533133059173778,0.2533133059173778
2024-12-31,2.5,-1.1566381138114226,-1.1566381138114226
2025-01-02,4.5,-0.028676978028382306,-0.028676978028382306
2025-01-03,2.0,-1.4386283977571828,-1.4386283977571828
2025-01-06,5.5,0.5353035898631379,0.5353035898631379
2025-01-07,4.0,-0.3106672619741424,-0.3106672619741424
2025-01-08,8.5,2.2272452935376985,2.2272452935376985
2025-01-10,5.0,0.2533133059173778,0.2533133059173778
2025-01-13,6.0,0.817293873808898,0.817293873808898
2025-01-14,4.0,-0.3106672619741424,-0.3106672619741424
2025-01-15,3.5,-0.5926575459199025,-0.5926575459199025
2025-01-16,4.0,-0.3106672619741424,-0.3106672619741424
2025-01-17,4.5,-0.028676978028382306,-0.028676978028382306
2025-01-21,5.0,0.2533133059173778,0.2533133059173778
2025-01-22,5.0,0.2533133059173778,0.2533133059173778
2025-01-23,3.0,-0.8746478298656626,-0.8746478298656626
2025-01-24,3.0,-0.8746478298656626,-0.8746478298656626
2025-01-27,3.5,-0.5926575459199025,-0.5926575459199025
2025-01-28,4.0,-0.3106672619741424,-0.3106672619741424
2025-01-29,6.0,0.817293873808898,0.817293873808898
2025-01-30,5.0,0.2533133059173778,0.2533133059173778
2025-01-31,9.5,2.7912258614292185,2.7912258614292185
2025-02-03,8.5,2.2272452935376985,2.2272452935376985
2025-02-04,3.0,-0.8746478298656626,-0.8746478298656626
2025-02-05,0.5,-2.284599249594463,-2.284599249594463
