Date,"Volatility of Returns (Session:Asia 18-24 ET, Interval:1m, Symbol:ZT)",ZScore wrt All Days,ZScore wrt Given Days
2024-10-13,0.5,-0.33901634452876855,-0.33901634452876855
2024-10-14,0.875,0.19320308276612383,0.19320308276612383
2024-10-16,0.5,-0.33901634452876855,-0.33901634452876855
2024-10-17,0.4374992000000475,-0.4277207178126281,-0.4277207178126281
2024-10-20,0.375,-0.5164228202937327,-0.5164228202937327
2024-10-21,0.75,0.015796607001159712,0.015796607001159712
2024-10-22,0.9374992000000475,0.2819051852472284,0.2819051852472284
2024-10-23,0.875,0.19320308276612383,0.19320308276612383
2024-10-24,0.5,-0.33901634452876855,-0.33901634452876855
2024-10-27,1.0,0.37060955853108796,0.37060955853108796
2024-10-28,0.5625007999999525,-0.250311971244909,-0.250311971244909
2024-10-29,0.4374992000000475,-0.4277207178126281,-0.4277207178126281
2024-11-03,1.1874992000000475,0.6367181367771567,0.6367181367771567
2024-11-04,0.4375007999999525,-0.4277184470098731,-0.4277184470098731
2024-11-05,4.1874992000000475,4.894473555136296,4.894473555136296
2024-11-06,0.875,0.19320308276612383,0.19320308276612383
2024-11-07,0.5624992000000475,-0.25031424204766395,-0.25031424204766395
2024-11-10,0.75,0.015796607001159712,0.015796607001159712
2024-11-11,0.4374992000000475,-0.4277207178126281,-0.4277207178126281
2024-11-17,0.8124992000000475,0.10449870948226428,0.10449870948226428
2024-11-18,0.4374992000000475,-0.4277207178126281,-0.4277207178126281
2024-11-19,0.5,-0.33901634452876855,-0.33901634452876855
2024-11-20,0.4374992000000475,-0.4277207178126281,-0.4277207178126281
2024-11-21,0.4374992000000475,-0.4277207178126281,-0.4277207178126281
2024-11-24,0.875,0.19320308276612383,0.19320308276612383
2024-11-25,0.875,0.19320308276612383,0.19320308276612383
2024-11-26,0.375,-0.5164228202937327,-0.5164228202937327
2024-11-28,0.5,-0.33901634452876855,-0.33901634452876855
2024-12-01,3.875,4.450958501125263,4.450958501125263
2024-12-02,3.6875,4.184848787477817,4.184848787477817
2024-12-03,0.6875,-0.07290663088132235,-0.07290663088132235
2024-12-04,0.5625,-0.2503131066462865,-0.2503131066462865
2024-12-05,0.4375,-0.42771958241125063,-0.42771958241125063
2024-12-10,0.5625,-0.2503131066462865,-0.2503131066462865
2024-12-15,0.4375,-0.42771958241125063,-0.42771958241125063
2024-12-16,0.5,-0.33901634452876855,-0.33901634452876855
2024-12-17,0.4375,-0.42771958241125063,-0.42771958241125063
2024-12-18,0.9375,0.2819063206486059,0.2819063206486059
2024-12-22,0.4375,-0.42771958241125063,-0.42771958241125063
2024-12-23,0.375,-0.5164228202937327,-0.5164228202937327
2024-12-25,0.75,0.015796607001159712,0.015796607001159712
2024-12-26,0.4375,-0.42771958241125063,-0.42771958241125063
2024-12-29,0.375,-0.5164228202937327,-0.5164228202937327
2024-12-30,0.4375,-0.42771958241125063,-0.42771958241125063
2025-01-01,0.8125,0.10449984488364178,0.10449984488364178
2025-01-02,0.4375,-0.42771958241125063,-0.42771958241125063
2025-01-05,0.5625,-0.2503131066462865,-0.2503131066462865
2025-01-06,0.6875,-0.07290663088132235,-0.07290663088132235
2025-01-07,0.4375,-0.42771958241125063,-0.42771958241125063
2025-01-08,0.6875,-0.07290663088132235,-0.07290663088132235
2025-01-09,0.625,-0.16160986876380443,-0.16160986876380443
2025-01-12,1.0,0.37060955853108796,0.37060955853108796
2025-01-16,0.375,-0.5164228202937327,-0.5164228202937327
2025-01-19,0.6875,-0.07290663088132235,-0.07290663088132235
2025-01-20,1.0625,0.45931279641357003,0.45931279641357003
2025-01-21,0.5625,-0.2503131066462865,-0.2503131066462865
2025-01-22,0.375,-0.5164228202937327,-0.5164228202937327
2025-01-23,1.0625,0.45931279641357003,0.45931279641357003
2025-01-26,0.6875,-0.07290663088132235,-0.07290663088132235
2025-01-27,0.75,0.015796607001159712,0.015796607001159712
2025-01-28,0.5,-0.33901634452876855,-0.33901634452876855
2025-01-29,0.375,-0.5164228202937327,-0.5164228202937327
2025-02-02,1.5625,1.1689386994734265,1.1689386994734265
2025-02-03,0.375,-0.5164228202937327,-0.5164228202937327
2025-02-04,0.4375,-0.42771958241125063,-0.42771958241125063
2025-02-05,0.5,-0.33901634452876855,-0.33901634452876855
2025-02-06,0.4375,-0.42771958241125063,-0.42771958241125063
2025-02-09,0.5625,-0.2503131066462865,-0.2503131066462865
2025-02-10,0.375,-0.5164228202937327,-0.5164228202937327
2025-02-11,0.4375,-0.42771958241125063,-0.42771958241125063
2025-02-16,0.4375,-0.42771958241125063,-0.42771958241125063
2025-02-17,0.5,-0.33901634452876855,-0.33901634452876855
2025-02-18,0.25,-0.6938292960586968,-0.6938292960586968
