Date,"Volatility of Returns (Session:London 0-7 ET, Interval:1h, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2022-12-20,5.75,0.4426401632781742,0.4426401632781742
2022-12-21,4.75,0.046143545657518804,0.046143545657518804
2022-12-27,3.75,-0.3503530719631366,-0.3503530719631366
2022-12-28,3.25,-0.5486013807734643,-0.5486013807734643
2022-12-29,4.75,0.046143545657518804,0.046143545657518804
2022-12-30,3.75,-0.3503530719631366,-0.3503530719631366
2023-01-03,8.5,1.5330058617349764,1.5330058617349764
2023-01-04,6.25,0.6408884720885019,0.6408884720885019
2023-01-05,3.75,-0.3503530719631366,-0.3503530719631366
2023-01-10,4.75,0.046143545657518804,0.046143545657518804
2023-01-11,3.75,-0.3503530719631366,-0.3503530719631366
2023-01-17,3.0,-0.6477255351786281,-0.6477255351786281
2023-01-19,8.0,1.334757552924649,1.334757552924649
2023-01-20,4.5,-0.05298060874764504,-0.05298060874764504
2023-01-23,5.0,0.14526770006268266,0.14526770006268266
2023-01-24,3.75,-0.3503530719631366,-0.3503530719631366
2023-01-25,5.0,0.14526770006268266,0.14526770006268266
2023-01-30,8.0,1.334757552924649,1.334757552924649
2023-01-31,4.25,-0.15210476315280888,-0.15210476315280888
2023-02-01,5.75,0.4426401632781742,0.4426401632781742
2023-02-02,4.0,-0.2512289175579727,-0.2512289175579727
2023-02-06,10.0,2.1277507881659594,2.1277507881659594
2023-02-07,4.5,-0.05298060874764504,-0.05298060874764504
2023-02-08,3.25,-0.5486013807734643,-0.5486013807734643
2023-02-09,5.25,0.2443918544678465,0.2443918544678465
2023-02-15,3.75,-0.3503530719631366,-0.3503530719631366
2023-02-17,5.0,0.14526770006268266,0.14526770006268266
2023-02-21,4.75,0.046143545657518804,0.046143545657518804
2023-02-22,5.0,0.14526770006268266,0.14526770006268266
2023-02-27,10.0,2.1277507881659594,2.1277507881659594
2023-02-28,11.75,2.8216198690021064,2.8216198690021064
2023-03-01,12.5,3.1189923322175983,3.1189923322175983
2023-03-02,11.0,2.524247405786615,2.524247405786615
2023-03-03,12.0,2.9207440234072704,2.9207440234072704
2023-03-06,10.5,2.3259990969762874,2.3259990969762874
2023-03-07,4.25,-0.15210476315280888,-0.15210476315280888
2023-03-08,4.25,-0.15210476315280888,-0.15210476315280888
2023-03-09,3.5,-0.44947722636830045,-0.44947722636830045
2023-03-16,8.75,1.6321300161401404,1.6321300161401404
2023-03-20,21.75,6.78658604520866,6.78658604520866
2023-03-21,14.25,3.812861413053745,3.812861413053745
2023-03-22,5.25,0.2443918544678465,0.2443918544678465
2023-03-23,7.5,1.1365092441143212,1.1365092441143212
2023-03-24,18.0,5.299723729131203,5.299723729131203
2023-03-27,12.75,3.2181164866227614,3.2181164866227614
2023-03-28,9.5,1.929502479355632,1.929502479355632
2023-03-29,6.25,0.6408884720885019,0.6408884720885019
2023-04-03,4.5,-0.05298060874764504,-0.05298060874764504
2023-04-04,5.75,0.4426401632781742,0.4426401632781742
2023-04-05,4.0,-0.2512289175579727,-0.2512289175579727
2023-04-06,4.25,-0.15210476315280888,-0.15210476315280888
2023-04-11,5.25,0.2443918544678465,0.2443918544678465
2023-04-17,5.25,0.2443918544678465,0.2443918544678465
2023-04-18,4.0,-0.2512289175579727,-0.2512289175579727
2023-04-19,8.0,1.334757552924649,1.334757552924649
2023-04-20,6.25,0.6408884720885019,0.6408884720885019
2023-04-21,4.75,0.046143545657518804,0.046143545657518804
2023-04-24,4.0,-0.2512289175579727,-0.2512289175579727
2023-04-25,4.75,0.046143545657518804,0.046143545657518804
2023-04-26,3.75,-0.3503530719631366,-0.3503530719631366
2023-05-01,3.75,-0.3503530719631366,-0.3503530719631366
2023-05-02,6.75,0.8391367808988296,0.8391367808988296
2023-05-03,6.5,0.7400126264936657,0.7400126264936657
2023-05-04,4.75,0.046143545657518804,0.046143545657518804
2023-05-09,3.25,-0.5486013807734643,-0.5486013807734643
2023-05-15,2.5,-0.8459738439889558,-0.8459738439889558
2023-05-16,4.0,-0.2512289175579727,-0.2512289175579727
2023-05-17,3.25,-0.5486013807734643,-0.5486013807734643
2023-05-18,4.25,-0.15210476315280888,-0.15210476315280888
2023-05-19,4.25,-0.15210476315280888,-0.15210476315280888
2023-05-22,3.5,-0.44947722636830045,-0.44947722636830045
2023-05-23,5.5,0.34351600887301037,0.34351600887301037
2023-05-24,5.25,0.2443918544678465,0.2443918544678465
2023-05-30,20.5,6.290965273182841,6.290965273182841
2023-05-31,5.0,0.14526770006268266,0.14526770006268266
2023-06-01,3.25,-0.5486013807734643,-0.5486013807734643
2023-06-05,4.0,-0.2512289175579727,-0.2512289175579727
2023-06-06,7.25,1.0373850897091572,1.0373850897091572
2023-06-07,4.0,-0.2512289175579727,-0.2512289175579727
2023-06-08,3.75,-0.3503530719631366,-0.3503530719631366
2023-06-09,4.5,-0.05298060874764504,-0.05298060874764504
2023-06-15,5.25,0.2443918544678465,0.2443918544678465
2023-06-20,2.75,-0.7468496895837919,-0.7468496895837919
2023-06-21,5.5,0.34351600887301037,0.34351600887301037
2023-06-22,4.25,-0.15210476315280888,-0.15210476315280888
2023-06-23,8.5,1.5330058617349764,1.5330058617349764
2023-06-26,6.25,0.6408884720885019,0.6408884720885019
2023-06-27,2.5,-0.8459738439889558,-0.8459738439889558
2023-06-28,3.75,-0.3503530719631366,-0.3503530719631366
2023-07-05,4.5,-0.05298060874764504,-0.05298060874764504
2023-07-06,4.0,-0.2512289175579727,-0.2512289175579727
2023-07-11,4.25,-0.15210476315280888,-0.15210476315280888
2023-07-17,6.75,0.8391367808988296,0.8391367808988296
2023-07-18,5.75,0.4426401632781742,0.4426401632781742
2023-07-19,6.0,0.541764317683338,0.541764317683338
2023-07-20,5.5,0.34351600887301037,0.34351600887301037
2023-07-21,3.25,-0.5486013807734643,-0.5486013807734643
2023-07-24,6.0,0.541764317683338,0.541764317683338
2023-07-25,4.25,-0.15210476315280888,-0.15210476315280888
2023-07-26,3.0,-0.6477255351786281,-0.6477255351786281
2023-07-31,4.0,-0.2512289175579727,-0.2512289175579727
2023-08-01,3.5,-0.44947722636830045,-0.44947722636830045
