Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1m, Symbol:ZF)",ZScore wrt All Days,ZScore wrt Given Days
2024-10-14,1.875,-0.5810336627982478,-0.5810336627982478
2024-10-16,2.375,-0.27749171030325676,-0.27749171030325676
2024-10-17,4.5,1.012561587800455,1.012561587800455
2024-10-18,2.5,-0.20160622217950902,-0.20160622217950902
2024-10-21,1.875,-0.5810336627982478,-0.5810336627982478
2024-10-22,2.625,-0.12572073405576126,-0.12572073405576126
2024-10-23,2.875,0.026050242191734223,0.026050242191734223
2024-10-24,2.375,-0.27749171030325676,-0.27749171030325676
2024-10-28,1.875,-0.5810336627982478,-0.5810336627982478
2024-10-29,3.0,0.10193573031548198,0.10193573031548198
2024-11-04,1.75,-0.6569191509219955,-0.6569191509219955
2024-11-05,2.375,-0.27749171030325676,-0.27749171030325676
2024-11-06,3.875,0.6331341471817162,0.6331341471817162
2024-11-07,6.0,1.9231874452854278,1.9231874452854278
2024-11-11,2.125,-0.4292626865507523,-0.4292626865507523
2024-11-15,6.75,2.3785003740279143,2.3785003740279143
2024-11-18,3.25,0.25370670656297745,0.25370670656297745
2024-11-19,3.125,0.1778212184392297,0.1778212184392297
2024-11-20,1.875,-0.5810336627982478,-0.5810336627982478
2024-11-21,2.625,-0.12572073405576126,-0.12572073405576126
2024-11-25,5.75,1.7714164690379324,1.7714164690379324
2024-11-26,2.5,-0.20160622217950902,-0.20160622217950902
2024-11-28,1.25,-0.9604611034169865,-0.9604611034169865
2024-11-29,6.0,1.9231874452854278,1.9231874452854278
2024-12-02,6.75,2.3785003740279143,2.3785003740279143
2024-12-03,6.125,1.9990729334091757,1.9990729334091757
2024-12-04,0.875,-1.1881175677882296,-1.1881175677882296
2024-12-05,2.375,-0.27749171030325676,-0.27749171030325676
2024-12-10,3.625,0.4813631709342207,0.4813631709342207
2024-12-13,2.875,0.026050242191734223,0.026050242191734223
2024-12-16,2.5,-0.20160622217950902,-0.20160622217950902
2024-12-17,3.5,0.405477682810473,0.405477682810473
2024-12-18,3.875,0.6331341471817162,0.6331341471817162
2024-12-23,1.375,-0.8845756152932387,-0.8845756152932387
2024-12-24,0.5,-1.415774032159473,-1.415774032159473
2024-12-26,1.125,-1.0363465915407342,-1.0363465915407342
2024-12-27,1.75,-0.6569191509219955,-0.6569191509219955
2024-12-30,2.75,-0.04983524593201352,-0.04983524593201352
2024-12-31,2.0,-0.5051481746745,-0.5051481746745
2025-01-02,2.5,-0.20160622217950902,-0.20160622217950902
2025-01-03,1.5,-0.808690127169491,-0.808690127169491
2025-01-06,2.625,-0.12572073405576126,-0.12572073405576126
2025-01-07,1.25,-0.9604611034169865,-0.9604611034169865
2025-01-08,3.75,0.5572486590579685,0.5572486590579685
2025-01-09,1.5,-0.808690127169491,-0.808690127169491
2025-01-16,3.125,0.1778212184392297,0.1778212184392297
2025-01-17,3.5,0.405477682810473,0.405477682810473
2025-01-20,4.5,1.012561587800455,1.012561587800455
2025-01-21,2.125,-0.4292626865507523,-0.4292626865507523
2025-01-22,2.0,-0.5051481746745,-0.5051481746745
2025-01-23,2.625,-0.12572073405576126,-0.12572073405576126
2025-01-27,4.0,0.709019635305464,0.709019635305464
2025-01-28,1.75,-0.6569191509219955,-0.6569191509219955
2025-01-29,1.375,-0.8845756152932387,-0.8845756152932387
2025-02-03,3.0,0.10193573031548198,0.10193573031548198
2025-02-04,1.875,-0.5810336627982478,-0.5810336627982478
2025-02-05,1.25,-0.9604611034169865,-0.9604611034169865
2025-02-06,2.25,-0.3533771984270045,-0.3533771984270045
2025-02-07,9.25,3.8962101365028694,3.8962101365028694
2025-02-10,2.5,-0.20160622217950902,-0.20160622217950902
2025-02-11,1.25,-0.9604611034169865,-0.9604611034169865
2025-02-14,4.75,1.1643325640479505,1.1643325640479505
2025-02-17,0.625,-1.3398885440357253,-1.3398885440357253
2025-02-18,1.0,-1.112232079664482,-1.112232079664482
2025-02-19,2.0,-0.5051481746745,-0.5051481746745
2025-02-20,1.875,-0.5810336627982478,-0.5810336627982478
2025-02-24,2.875,0.026050242191734223,0.026050242191734223
