Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-11-04,4.25,-0.0065523527285218895,-0.0065523527285218895
2024-11-05,5.0,0.28502734369070337,0.28502734369070337
2024-11-06,6.75,0.9653799686688957,0.9653799686688957
2024-11-07,5.5,0.4794138079701869,0.4794138079701869
2024-11-11,1.25,-1.1728711384054231,-1.1728711384054231
2024-11-15,6.5,0.868186736529154,0.868186736529154
2024-11-18,3.25,-0.39532528128748895,-0.39532528128748895
2024-11-19,2.75,-0.5897117455669725,-0.5897117455669725
2024-11-20,2.75,-0.5897117455669725,-0.5897117455669725
2024-11-21,3.25,-0.39532528128748895,-0.39532528128748895
2024-11-25,4.5,0.09064087941121987,0.09064087941121987
2024-11-26,2.0,-0.8812914419861977,-0.8812914419861977
2024-11-29,5.0,0.28502734369070337,0.28502734369070337
2024-12-02,5.0,0.28502734369070337,0.28502734369070337
2024-12-03,5.75,0.5766070401099287,0.5766070401099287
2024-12-04,3.5,-0.29813204914774716,-0.29813204914774716
2024-12-05,5.25,0.38222057583044516,0.38222057583044516
2024-12-10,3.75,-0.20093881700800542,-0.20093881700800542
2024-12-13,2.5,-0.6869049777067142,-0.6869049777067142
2024-12-16,1.75,-0.9784846741259395,-0.9784846741259395
2024-12-17,1.75,-0.9784846741259395,-0.9784846741259395
2024-12-18,15.5,4.367143093559858,4.367143093559858
2024-12-23,4.0,-0.10374558486826366,-0.10374558486826366
2024-12-24,3.25,-0.39532528128748895,-0.39532528128748895
2024-12-26,6.0,0.6738002722496704,0.6738002722496704
2024-12-27,2.5,-0.6869049777067142,-0.6869049777067142
2024-12-30,2.25,-0.784098209846456,-0.784098209846456
2024-12-31,2.25,-0.784098209846456,-0.784098209846456
2025-01-02,4.25,-0.0065523527285218895,-0.0065523527285218895
2025-01-03,2.75,-0.5897117455669725,-0.5897117455669725
2025-01-06,2.5,-0.6869049777067142,-0.6869049777067142
2025-01-07,2.25,-0.784098209846456,-0.784098209846456
2025-01-08,3.0,-0.4925185134272307,-0.4925185134272307
2025-01-09,2.5,-0.6869049777067142,-0.6869049777067142
2025-01-16,3.5,-0.29813204914774716,-0.29813204914774716
2025-01-17,2.75,-0.5897117455669725,-0.5897117455669725
2025-01-20,2.75,-0.5897117455669725,-0.5897117455669725
2025-01-21,2.25,-0.784098209846456,-0.784098209846456
2025-01-22,2.25,-0.784098209846456,-0.784098209846456
2025-01-23,2.5,-0.6869049777067142,-0.6869049777067142
2025-01-27,3.5,-0.29813204914774716,-0.29813204914774716
2025-01-28,3.25,-0.39532528128748895,-0.39532528128748895
2025-01-29,6.0,0.6738002722496704,0.6738002722496704
2025-02-03,5.0,0.28502734369070337,0.28502734369070337
2025-02-04,3.0,-0.4925185134272307,-0.4925185134272307
2025-02-05,2.25,-0.784098209846456,-0.784098209846456
2025-02-06,4.25,-0.0065523527285218895,-0.0065523527285218895
2025-02-11,2.0,-0.8812914419861977,-0.8812914419861977
2025-02-14,8.0,1.4513461293676044,1.4513461293676044
2025-02-17,1.25,-1.1728711384054231,-1.1728711384054231
2025-02-18,1.75,-0.9784846741259395,-0.9784846741259395
2025-02-19,2.75,-0.5897117455669725,-0.5897117455669725
2025-02-20,3.5,-0.29813204914774716,-0.29813204914774716
2025-02-24,5.0,0.28502734369070337,0.28502734369070337
2025-02-25,5.0,0.28502734369070337,0.28502734369070337
2025-02-26,4.0,-0.10374558486826366,-0.10374558486826366
2025-03-03,3.5,-0.29813204914774716,-0.29813204914774716
2025-03-04,4.5,0.09064087941121987,0.09064087941121987
2025-03-05,6.0,0.6738002722496704,0.6738002722496704
2025-03-06,6.5,0.868186736529154,0.868186736529154
2025-03-11,3.75,-0.20093881700800542,-0.20093881700800542
2025-03-17,6.75,0.9653799686688957,0.9653799686688957
2025-03-18,3.75,-0.20093881700800542,-0.20093881700800542
2025-03-19,4.5,0.09064087941121987,0.09064087941121987
2025-03-20,4.25,-0.0065523527285218895,-0.0065523527285218895
2025-03-21,2.5,-0.6869049777067142,-0.6869049777067142
2025-03-24,2.0,-0.8812914419861977,-0.8812914419861977
2025-03-25,1.75,-0.9784846741259395,-0.9784846741259395
2025-03-26,2.5,-0.6869049777067142,-0.6869049777067142
2025-03-31,4.0,-0.10374558486826366,-0.10374558486826366
2025-04-01,4.25,-0.0065523527285218895,-0.0065523527285218895
2025-04-02,4.25,-0.0065523527285218895,-0.0065523527285218895
2025-04-03,10.5,2.423278450765022,2.423278450765022
2025-04-07,10.75,2.520471682904764,2.520471682904764
2025-04-08,13.25,3.492404004302182,3.492404004302182
2025-04-09,13.75,3.6867904685816653,3.6867904685816653
2025-04-15,6.75,0.9653799686688957,0.9653799686688957
2025-04-16,4.5,0.09064087941121987,0.09064087941121987
2025-04-17,4.5,0.09064087941121987,0.09064087941121987
2025-04-21,6.25,0.7709935043894122,0.7709935043894122
2025-04-22,3.5,-0.29813204914774716,-0.29813204914774716
2025-04-23,3.5,-0.29813204914774716,-0.29813204914774716
2025-04-24,5.0,0.28502734369070337,0.28502734369070337
2025-04-28,3.25,-0.39532528128748895,-0.39532528128748895
2025-04-29,1.75,-0.9784846741259395,-0.9784846741259395
2025-05-01,3.75,-0.20093881700800542,-0.20093881700800542
2025-05-05,4.5,0.09064087941121987,0.09064087941121987
2025-05-06,3.25,-0.39532528128748895,-0.39532528128748895
2025-05-07,4.75,0.18783411155096164,0.18783411155096164
