Date,"Volatility of Returns (Session:All day, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2024-10-13,4.0,-1.3959811100627957,-1.3959811100627957
2024-10-14,14.5,-0.059838582580011276,-0.059838582580011276
2024-10-16,10.0,-0.6324710943583475,-0.6324710943583475
2024-10-17,20.0,0.6400455984823996,0.6400455984823996
2024-10-18,15.0,0.0037872520620260757,0.0037872520620260757
2024-10-20,4.5,-1.3323552754207584,-1.3323552754207584
2024-10-21,32.0,2.167065629891296,2.167065629891296
2024-10-22,13.5,-0.18709025186408598,-0.18709025186408598
2024-10-23,9.0,-0.7597227636424221,-0.7597227636424221
2024-10-24,15.0,0.0037872520620260757,0.0037872520620260757
2024-10-27,19.0,0.5127939291983249,0.5127939291983249
2024-10-28,16.0,0.1310389213461008,0.1310389213461008
2024-10-29,22.0,0.8945489370505489,0.8945489370505489
2024-11-03,8.0,-0.8869744329264968,-0.8869744329264968
2024-11-04,15.0,0.0037872520620260757,0.0037872520620260757
2024-11-05,50.0,4.45759567700464,4.45759567700464
2024-11-06,27.0,1.5308072834709225,1.5308072834709225
2024-11-07,29.0,1.785310622039072,1.785310622039072
2024-11-10,8.5,-0.8233485982844595,-0.8233485982844595
2024-11-11,15.0,0.0037872520620260757,0.0037872520620260757
2024-11-15,21.0,0.7672972677664743,0.7672972677664743
2024-11-17,4.5,-1.3323552754207584,-1.3323552754207584
2024-11-18,21.5,0.8309231024085116,0.8309231024085116
2024-11-19,17.0,0.25829059063017545,0.25829059063017545
2024-11-20,13.0,-0.2507160865061233,-0.2507160865061233
2024-11-21,14.5,-0.059838582580011276,-0.059838582580011276
2024-11-24,9.5,-0.6960969290003848,-0.6960969290003848
2024-11-25,24.0,1.1490522756186985,1.1490522756186985
2024-11-26,10.5,-0.5688452597163101,-0.5688452597163101
2024-11-28,7.5,-0.9506002675685342,-0.9506002675685342
2024-11-29,13.0,-0.2507160865061233,-0.2507160865061233
2024-12-01,9.0,-0.7597227636424221,-0.7597227636424221
2024-12-02,19.5,0.5764197638403622,0.5764197638403622
2024-12-03,20.0,0.6400455984823996,0.6400455984823996
2024-12-04,21.5,0.8309231024085116,0.8309231024085116
2024-12-05,15.5,0.06741308670406343,0.06741308670406343
2024-12-08,5.0,-1.2687294407787209,-1.2687294407787209
2024-12-10,15.5,0.06741308670406343,0.06741308670406343
2024-12-13,22.0,0.8945489370505489,0.8945489370505489
2024-12-15,2.5,-1.5868586139889076,-1.5868586139889076
2024-12-16,12.0,-0.37796775579019803,-0.37796775579019803
2024-12-17,16.0,0.1310389213461008,0.1310389213461008
2024-12-18,28.5,1.7216847873970345,1.7216847873970345
2024-12-22,4.0,-1.3959811100627957,-1.3959811100627957
2024-12-23,16.5,0.19466475598813812,0.19466475598813812
2024-12-24,12.0,-0.37796775579019803,-0.37796775579019803
2024-12-25,6.5,-1.077851936852609,-1.077851936852609
2024-12-26,15.5,0.06741308670406343,0.06741308670406343
2024-12-27,15.0,0.0037872520620260757,0.0037872520620260757
2024-12-29,3.0,-1.5232327793468703,-1.5232327793468703
2024-12-30,21.5,0.8309231024085116,0.8309231024085116
2024-12-31,18.0,0.3855422599142502,0.3855422599142502
2025-01-01,7.5,-0.9506002675685342,-0.9506002675685342
2025-01-02,18.0,0.3855422599142502,0.3855422599142502
2025-01-03,14.5,-0.059838582580011276,-0.059838582580011276
2025-01-05,7.5,-0.9506002675685342,-0.9506002675685342
2025-01-06,15.0,0.0037872520620260757,0.0037872520620260757
2025-01-07,20.0,0.6400455984823996,0.6400455984823996
2025-01-08,15.5,0.06741308670406343,0.06741308670406343
2025-01-09,12.0,-0.37796775579019803,-0.37796775579019803
2025-01-12,7.5,-0.9506002675685342,-0.9506002675685342
2025-01-16,19.5,0.5764197638403622,0.5764197638403622
2025-01-17,12.5,-0.3143419211481607,-0.3143419211481607
2025-01-19,3.0,-1.5232327793468703,-1.5232327793468703
2025-01-20,25.5,1.3399297795448104,1.3399297795448104
2025-01-21,11.0,-0.5052194250742728,-0.5052194250742728
2025-01-22,12.0,-0.37796775579019803,-0.37796775579019803
2025-01-23,15.5,0.06741308670406343,0.06741308670406343
2025-01-26,10.5,-0.5688452597163101,-0.5688452597163101
2025-01-27,18.0,0.3855422599142502,0.3855422599142502
2025-01-28,11.5,-0.4415935904322354,-0.4415935904322354
2025-01-29,17.0,0.25829059063017545,0.25829059063017545
2025-02-02,17.5,0.3219164252722128,0.3219164252722128
2025-02-03,18.5,0.44916809455628753,0.44916809455628753
2025-02-04,20.5,0.7036714331244369,0.7036714331244369
2025-02-05,26.5,1.4671814488288852,1.4671814488288852
2025-02-06,11.0,-0.5052194250742728,-0.5052194250742728
2025-02-07,29.0,1.785310622039072,1.785310622039072
2025-02-09,4.5,-1.3323552754207584,-1.3323552754207584
2025-02-10,11.0,-0.5052194250742728,-0.5052194250742728
2025-02-11,14.5,-0.059838582580011276,-0.059838582580011276
2025-02-14,21.5,0.8309231024085116,0.8309231024085116
2025-02-16,5.5,-1.2051036061366835,-1.2051036061366835
2025-02-17,2.0,-1.6504844486309451,-1.6504844486309451
