Date,"Volatility of Returns (Session:All day, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-11-03,3.75,-0.8960629470844871,-0.8960629470844871
2024-11-04,7.25,-0.2787626794236261,-0.2787626794236261
2024-11-05,23.25,2.5431814013117386,2.5431814013117386
2024-11-06,9.25,0.07398033066829446,0.07398033066829446
2024-11-07,17.25,1.4849523710359767,1.4849523710359767
2024-11-10,3.75,-0.8960629470844871,-0.8960629470844871
2024-11-11,6.25,-0.45513418446958637,-0.45513418446958637
2024-11-15,12.75,0.6912805983291554,0.6912805983291554
2024-11-17,3.25,-0.9842486996074672,-0.9842486996074672
2024-11-18,15.75,1.2203951134670363,1.2203951134670363
2024-11-19,9.75,0.1621660831912746,0.1621660831912746
2024-11-20,6.25,-0.45513418446958637,-0.45513418446958637
2024-11-21,7.0,-0.3228555556851162,-0.3228555556851162
2024-11-24,4.25,-0.807877194561507,-0.807877194561507
2024-11-25,11.5,0.4708162170217051,0.4708162170217051
2024-11-26,10.25,0.25035183571425473,0.25035183571425473
2024-11-29,5.75,-0.5433199369925665,-0.5433199369925665
2024-12-01,6.0,-0.4992270607310765,-0.4992270607310765
2024-12-02,11.25,0.426723340760215,0.426723340760215
2024-12-03,12.0,0.5590019695446853,0.5590019695446853
2024-12-04,13.5,0.8235592271136257,0.8235592271136257
2024-12-05,8.25,-0.10239117437766583,-0.10239117437766583
2024-12-08,5.25,-0.6315056895155466,-0.6315056895155466
2024-12-10,6.5,-0.4110413082080963,-0.4110413082080963
2024-12-13,8.25,-0.10239117437766583,-0.10239117437766583
2024-12-15,2.25,-1.1606202046534275,-1.1606202046534275
2024-12-16,7.0,-0.3228555556851162,-0.3228555556851162
2024-12-17,7.25,-0.2787626794236261,-0.2787626794236261
2024-12-18,19.5,1.8817882573893874,1.8817882573893874
2024-12-22,3.0,-1.0283415758689574,-1.0283415758689574
2024-12-23,6.75,-0.36694843194660626,-0.36694843194660626
2024-12-24,4.5,-0.7637843183000169,-0.7637843183000169
2024-12-25,3.25,-0.9842486996074672,-0.9842486996074672
2024-12-26,8.0,-0.1464840506391559,-0.1464840506391559
2024-12-27,5.75,-0.5433199369925665,-0.5433199369925665
2024-12-29,4.5,-0.7637843183000169,-0.7637843183000169
2024-12-30,10.25,0.25035183571425473,0.25035183571425473
2024-12-31,7.0,-0.3228555556851162,-0.3228555556851162
2025-01-01,7.25,-0.2787626794236261,-0.2787626794236261
2025-01-02,8.5,-0.058298298116175755,-0.058298298116175755
2025-01-03,7.25,-0.2787626794236261,-0.2787626794236261
2025-01-05,2.5,-1.1165273283919375,-1.1165273283919375
2025-01-06,7.5,-0.23466980316213604,-0.23466980316213604
2025-01-07,8.0,-0.1464840506391559,-0.1464840506391559
2025-01-08,7.5,-0.23466980316213604,-0.23466980316213604
2025-01-09,5.75,-0.5433199369925665,-0.5433199369925665
2025-01-12,4.5,-0.7637843183000169,-0.7637843183000169
2025-01-16,12.0,0.5590019695446853,0.5590019695446853
2025-01-17,7.254028320312273,-0.27805219850734336,-0.27805219850734336
2025-01-19,2.5,-1.1165273283919375,-1.1165273283919375
2025-01-20,13.75,0.8676521033751158,0.8676521033751158
2025-01-21,4.75,-0.7196914420385269,-0.7196914420385269
2025-01-22,7.0,-0.3228555556851162,-0.3228555556851162
2025-01-23,6.5,-0.4110413082080963,-0.4110413082080963
2025-01-26,11.5,0.4708162170217051,0.4708162170217051
2025-01-27,9.25,0.07398033066829446,0.07398033066829446
2025-01-28,7.75,-0.19057692690064595,-0.19057692690064595
2025-01-29,9.75,0.1621660831912746,0.1621660831912746
2025-02-02,9.5,0.11807320692978453,0.11807320692978453
2025-02-03,8.0,-0.1464840506391559,-0.1464840506391559
2025-02-04,9.5,0.11807320692978453,0.11807320692978453
2025-02-05,11.5,0.4708162170217051,0.4708162170217051
2025-02-06,5.0,-0.6755985657770367,-0.6755985657770367
2025-02-09,2.75,-1.0724344521304474,-1.0724344521304474
2025-02-11,6.25,-0.45513418446958637,-0.45513418446958637
2025-02-14,10.75,0.3385375882372349,0.3385375882372349
2025-02-16,2.75,-1.0724344521304474,-1.0724344521304474
2025-02-17,3.75,-0.8960629470844871,-0.8960629470844871
2025-02-18,6.25,-0.45513418446958637,-0.45513418446958637
2025-02-19,7.0,-0.3228555556851162,-0.3228555556851162
2025-02-20,5.0,-0.6755985657770367,-0.6755985657770367
2025-02-23,1.5,-1.2928988334378977,-1.2928988334378977
2025-02-24,9.75,0.1621660831912746,0.1621660831912746
2025-02-25,11.25,0.426723340760215,0.426723340760215
2025-02-26,10.75,0.3385375882372349,0.3385375882372349
2025-03-02,3.0,-1.0283415758689574,-1.0283415758689574
2025-03-03,17.0,1.4408594947744866,1.4408594947744866
2025-03-04,19.0,1.7936025048664073,1.7936025048664073
2025-03-05,16.0,1.2644879897285264,1.2644879897285264
2025-03-06,10.25,0.25035183571425473,0.25035183571425473
2025-03-09,4.0,-0.851970070822997,-0.851970070822997
2025-03-11,13.25,0.7794663508521356,0.7794663508521356
2025-03-16,3.5,-0.9401558233459771,-0.9401558233459771
2025-03-17,8.0,-0.1464840506391559,-0.1464840506391559
2025-03-18,7.5,-0.23466980316213604,-0.23466980316213604
2025-03-19,11.25,0.426723340760215,0.426723340760215
2025-03-20,8.5,-0.058298298116175755,-0.058298298116175755
2025-03-21,6.5,-0.4110413082080963,-0.4110413082080963
2025-03-23,3.0,-1.0283415758689574,-1.0283415758689574
2025-03-24,7.5,-0.23466980316213604,-0.23466980316213604
2025-03-25,8.0,-0.1464840506391559,-0.1464840506391559
2025-03-26,4.75,-0.7196914420385269,-0.7196914420385269
2025-03-30,5.75,-0.5433199369925665,-0.5433199369925665
2025-03-31,9.25,0.07398033066829446,0.07398033066829446
