Date,"Volatility of Returns (Session:Asia 18-24 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-04-01,3.25,-0.10876074901443435,-0.10876074901443435
2025-04-02,9.5,1.8378094748234524,1.8378094748234524
2025-04-03,9.25,1.759946665869937,1.759946665869937
2025-04-06,14.75,3.4729284628472774,3.4729284628472774
2025-04-07,8.75,1.604221047962906,1.604221047962906
2025-04-08,22.5,5.886675540406258,5.886675540406258
2025-04-09,10.75,2.22712351959103,2.22712351959103
2025-04-13,9.25,1.759946665869937,1.759946665869937
2025-04-15,3.0,-0.18662355796794983,-0.18662355796794983
2025-04-16,5.25,0.5141417226136895,0.5141417226136895
2025-04-20,2.5,-0.34234917587498076,-0.34234917587498076
2025-04-21,3.0,-0.18662355796794983,-0.18662355796794983
2025-04-22,5.75,0.6698673405207204,0.6698673405207204
2025-04-23,3.25,-0.10876074901443435,-0.10876074901443435
2025-04-24,3.0,-0.18662355796794983,-0.18662355796794983
2025-04-27,2.25,-0.42021198482849625,-0.42021198482849625
2025-04-28,2.25,-0.42021198482849625,-0.42021198482849625
2025-04-29,2.5,-0.34234917587498076,-0.34234917587498076
2025-05-01,4.75,0.3584161047066585,0.3584161047066585
2025-05-04,3.5,-0.03089794006091887,-0.03089794006091887
2025-05-05,1.25,-0.7316632206425582,-0.7316632206425582
