Date,"Volatility of Returns (Session:Asia 18-24 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,2.0,-0.49807479378201175,-0.49807479378201175
2024-10-01,2.5,-0.34234917587498076,-0.34234917587498076
2024-10-02,2.0,-0.49807479378201175,-0.49807479378201175
2024-10-03,1.25,-0.7316632206425582,-0.7316632206425582
2024-10-06,3.25,-0.10876074901443435,-0.10876074901443435
2024-10-07,3.75,0.04696486889259661,0.04696486889259661
2024-10-08,1.75,-0.5759376027355272,-0.5759376027355272
2024-10-09,1.75,-0.5759376027355272,-0.5759376027355272
2024-10-13,1.5,-0.6538004116890427,-0.6538004116890427
2024-10-14,2.75,-0.2644863669214653,-0.2644863669214653
2024-10-16,2.25,-0.42021198482849625,-0.42021198482849625
2024-10-17,1.5,-0.6538004116890427,-0.6538004116890427
2024-10-20,2.0,-0.49807479378201175,-0.49807479378201175
2024-10-21,2.75,-0.2644863669214653,-0.2644863669214653
2024-10-22,3.25,-0.10876074901443435,-0.10876074901443435
2024-10-23,3.5,-0.03089794006091887,-0.03089794006091887
2024-10-24,2.5,-0.34234917587498076,-0.34234917587498076
2024-10-27,6.0,0.7477301494742359,0.7477301494742359
2024-10-28,2.25,-0.42021198482849625,-0.42021198482849625
2024-10-29,2.25,-0.42021198482849625,-0.42021198482849625
2024-11-03,3.75,0.04696486889259661,0.04696486889259661
2024-11-04,2.5,-0.34234917587498076,-0.34234917587498076
2024-11-05,23.25,6.120263967266804,6.120263967266804
2024-11-06,2.75,-0.2644863669214653,-0.2644863669214653
2024-11-07,3.0,-0.18662355796794983,-0.18662355796794983
2024-11-10,3.75,0.04696486889259661,0.04696486889259661
2024-11-11,2.75,-0.2644863669214653,-0.2644863669214653
2024-11-17,2.5,-0.34234917587498076,-0.34234917587498076
2024-11-18,2.0,-0.49807479378201175,-0.49807479378201175
2024-11-19,2.25,-0.42021198482849625,-0.42021198482849625
2024-11-20,1.25,-0.7316632206425582,-0.7316632206425582
2024-11-21,1.75,-0.5759376027355272,-0.5759376027355272
2024-11-24,3.75,0.04696486889259661,0.04696486889259661
2024-11-25,3.5,-0.03089794006091887,-0.03089794006091887
2024-11-26,2.0,-0.49807479378201175,-0.49807479378201175
2024-11-28,4.25,0.20269048679962756,0.20269048679962756
2024-12-01,4.5,0.28055329575314303,0.28055329575314303
2024-12-02,5.0,0.436278913660174,0.436278913660174
2024-12-03,4.5,0.28055329575314303,0.28055329575314303
2024-12-04,2.5,-0.34234917587498076,-0.34234917587498076
2024-12-05,3.25,-0.10876074901443435,-0.10876074901443435
2024-12-08,4.0,0.12482767784611208,0.12482767784611208
2024-12-10,2.25,-0.42021198482849625,-0.42021198482849625
2024-12-15,1.75,-0.5759376027355272,-0.5759376027355272
2024-12-16,1.75,-0.5759376027355272,-0.5759376027355272
2024-12-17,2.0,-0.49807479378201175,-0.49807479378201175
2024-12-18,2.5,-0.34234917587498076,-0.34234917587498076
2024-12-22,1.75,-0.5759376027355272,-0.5759376027355272
2024-12-23,1.25,-0.7316632206425582,-0.7316632206425582
2024-12-25,3.25,-0.10876074901443435,-0.10876074901443435
2024-12-26,2.0,-0.49807479378201175,-0.49807479378201175
2024-12-29,1.5,-0.6538004116890427,-0.6538004116890427
2024-12-30,2.0,-0.49807479378201175,-0.49807479378201175
2025-01-01,3.25,-0.10876074901443435,-0.10876074901443435
2025-01-02,2.0,-0.49807479378201175,-0.49807479378201175
2025-01-05,3.5,-0.03089794006091887,-0.03089794006091887
2025-01-06,2.75,-0.2644863669214653,-0.2644863669214653
2025-01-07,2.0,-0.49807479378201175,-0.49807479378201175
2025-01-08,3.0,-0.18662355796794983,-0.18662355796794983
2025-01-09,2.25,-0.42021198482849625,-0.42021198482849625
2025-01-12,4.25,0.20269048679962756,0.20269048679962756
2025-01-16,1.5,-0.6538004116890427,-0.6538004116890427
2025-01-19,2.25,-0.42021198482849625,-0.42021198482849625
2025-01-20,6.0,0.7477301494742359,0.7477301494742359
2025-01-21,2.25,-0.42021198482849625,-0.42021198482849625
2025-01-22,1.5,-0.6538004116890427,-0.6538004116890427
2025-01-23,3.75,0.04696486889259661,0.04696486889259661
2025-01-26,4.0,0.12482767784611208,0.12482767784611208
2025-01-27,3.0,-0.18662355796794983,-0.18662355796794983
2025-01-28,2.25,-0.42021198482849625,-0.42021198482849625
2025-01-29,2.25,-0.42021198482849625,-0.42021198482849625
2025-02-02,9.5,1.8378094748234524,1.8378094748234524
2025-02-03,2.25,-0.42021198482849625,-0.42021198482849625
2025-02-04,2.25,-0.42021198482849625,-0.42021198482849625
2025-02-05,1.75,-0.5759376027355272,-0.5759376027355272
2025-02-06,2.0,-0.49807479378201175,-0.49807479378201175
2025-02-09,2.75,-0.2644863669214653,-0.2644863669214653
2025-02-11,3.0,-0.18662355796794983,-0.18662355796794983
2025-02-16,2.75,-0.2644863669214653,-0.2644863669214653
2025-02-17,3.25,-0.10876074901443435,-0.10876074901443435
2025-02-18,1.5,-0.6538004116890427,-0.6538004116890427
2025-02-19,2.5,-0.34234917587498076,-0.34234917587498076
2025-02-20,2.75,-0.2644863669214653,-0.2644863669214653
2025-02-23,1.5,-0.6538004116890427,-0.6538004116890427
2025-02-24,3.5,-0.03089794006091887,-0.03089794006091887
2025-02-25,4.75,0.3584161047066585,0.3584161047066585
2025-02-26,3.0,-0.18662355796794983,-0.18662355796794983
2025-03-02,3.0,-0.18662355796794983,-0.18662355796794983
2025-03-03,5.75,0.6698673405207204,0.6698673405207204
2025-03-04,5.25,0.5141417226136895,0.5141417226136895
2025-03-05,5.75,0.6698673405207204,0.6698673405207204
2025-03-06,3.5,-0.03089794006091887,-0.03089794006091887
2025-03-09,4.0,0.12482767784611208,0.12482767784611208
2025-03-11,2.75,-0.2644863669214653,-0.2644863669214653
2025-03-16,3.5,-0.03089794006091887,-0.03089794006091887
2025-03-17,2.75,-0.2644863669214653,-0.2644863669214653
2025-03-18,1.75,-0.5759376027355272,-0.5759376027355272
2025-03-19,2.25,-0.42021198482849625,-0.42021198482849625
2025-03-20,2.25,-0.42021198482849625,-0.42021198482849625
2025-03-23,3.0,-0.18662355796794983,-0.18662355796794983
2025-03-24,1.75,-0.5759376027355272,-0.5759376027355272
2025-03-25,2.25,-0.42021198482849625,-0.42021198482849625
2025-03-26,2.75,-0.2644863669214653,-0.2644863669214653
2025-03-30,5.75,0.6698673405207204,0.6698673405207204
2025-03-31,3.0,-0.18662355796794983,-0.18662355796794983
