Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-11-03,3.75,0.5381848533863174,0.5381848533863174
2024-11-04,3.75,0.5381848533863174,0.5381848533863174
2024-11-05,10.75,5.025771940966776,5.025771940966776
2024-11-06,2.75,-0.10289901626803391,-0.10289901626803391
2024-11-07,4.0,0.6984558207999052,0.6984558207999052
2024-11-10,3.0,0.057371951145553914,0.057371951145553914
2024-11-11,3.0,0.057371951145553914,0.057371951145553914
2024-11-15,2.25,-0.4234409510952096,-0.4234409510952096
2024-11-17,2.0,-0.5837119185087974,-0.5837119185087974
2024-11-18,1.5,-0.9042538533359731,-0.9042538533359731
2024-11-19,3.0,0.057371951145553914,0.057371951145553914
2024-11-20,2.0,-0.5837119185087974,-0.5837119185087974
2024-11-21,1.75,-0.7439828859223853,-0.7439828859223853
2024-11-24,3.75,0.5381848533863174,0.5381848533863174
2024-11-25,3.5,0.37791388597272957,0.37791388597272957
2024-11-26,1.75,-0.7439828859223853,-0.7439828859223853
2024-12-01,5.0,1.3395396904542565,1.3395396904542565
2024-12-02,4.5,1.0189977556270808,1.0189977556270808
2024-12-03,3.75,0.5381848533863174,0.5381848533863174
2024-12-04,3.0,0.057371951145553914,0.057371951145553914
2024-12-05,3.75,0.5381848533863174,0.5381848533863174
2024-12-08,3.75,0.5381848533863174,0.5381848533863174
2024-12-10,2.75,-0.10289901626803391,-0.10289901626803391
2024-12-13,1.5,-0.9042538533359731,-0.9042538533359731
2024-12-15,1.75,-0.7439828859223853,-0.7439828859223853
2024-12-16,1.5,-0.9042538533359731,-0.9042538533359731
2024-12-17,2.25,-0.4234409510952096,-0.4234409510952096
2024-12-18,4.75,1.1792687230406687,1.1792687230406687
2024-12-22,1.75,-0.7439828859223853,-0.7439828859223853
2024-12-23,1.75,-0.7439828859223853,-0.7439828859223853
2024-12-25,1.25,-1.0645248207495608,-1.0645248207495608
2024-12-26,1.5,-0.9042538533359731,-0.9042538533359731
2024-12-27,1.5,-0.9042538533359731,-0.9042538533359731
2024-12-29,1.5,-0.9042538533359731,-0.9042538533359731
2024-12-30,2.0,-0.5837119185087974,-0.5837119185087974
2024-12-31,1.25,-1.0645248207495608,-1.0645248207495608
2025-01-01,3.0,0.057371951145553914,0.057371951145553914
2025-01-02,2.0,-0.5837119185087974,-0.5837119185087974
2025-01-03,0.5,-1.5453377229903245,-1.5453377229903245
2025-01-05,2.0,-0.5837119185087974,-0.5837119185087974
2025-01-06,3.5,0.37791388597272957,0.37791388597272957
2025-01-07,2.25,-0.4234409510952096,-0.4234409510952096
2025-01-08,3.25,0.21764291855914175,0.21764291855914175
2025-01-09,0.75,-1.3850667555767364,-1.3850667555767364
2025-01-12,2.75,-0.10289901626803391,-0.10289901626803391
2025-01-16,2.25,-0.4234409510952096,-0.4234409510952096
2025-01-17,3.0040283203122726,0.059954442319552874,0.059954442319552874
2025-01-19,1.25,-1.0645248207495608,-1.0645248207495608
2025-01-20,5.0,1.3395396904542565,1.3395396904542565
2025-01-21,3.75,0.5381848533863174,0.5381848533863174
2025-01-22,2.5,-0.26316998368162176,-0.26316998368162176
2025-01-23,1.25,-1.0645248207495608,-1.0645248207495608
2025-01-26,2.75,-0.10289901626803391,-0.10289901626803391
2025-01-27,4.0,0.6984558207999052,0.6984558207999052
2025-01-28,2.5,-0.26316998368162176,-0.26316998368162176
2025-01-29,3.0,0.057371951145553914,0.057371951145553914
2025-02-02,6.0,1.9806235601086077,1.9806235601086077
2025-02-03,6.25,2.1408945275221956,2.1408945275221956
2025-02-04,2.75,-0.10289901626803391,-0.10289901626803391
2025-02-05,3.5,0.37791388597272957,0.37791388597272957
2025-02-06,4.25,0.858726788213493,0.858726788213493
2025-02-07,4.25,0.858726788213493,0.858726788213493
2025-02-09,2.75,-0.10289901626803391,-0.10289901626803391
2025-02-10,4.0,0.6984558207999052,0.6984558207999052
2025-02-11,2.5,-0.26316998368162176,-0.26316998368162176
2025-02-14,3.25,0.21764291855914175,0.21764291855914175
2025-02-17,1.0,-1.2247957881631486,-1.2247957881631486
