Date,"Volatility of Returns (Session:Asia 18-24 ET, Interval:1m, Symbol:ZF)",ZScore wrt All Days,ZScore wrt Given Days
2025-03-19,1.25,-0.5346199678813189,-0.5346199678813189
2025-03-20,1.25,-0.5346199678813189,-0.5346199678813189
2025-03-23,2.125,-0.0591003014049235,-0.0591003014049235
2025-03-24,1.25,-0.5346199678813189,-0.5346199678813189
2025-03-25,1.25,-0.5346199678813189,-0.5346199678813189
2025-03-26,2.0,-0.12703168233012282,-0.12703168233012282
2025-03-30,6.5,2.3184980309770533,2.3184980309770533
2025-03-31,1.5,-0.3987572060309202,-0.3987572060309202
2025-04-01,2.125,-0.0591003014049235,-0.0591003014049235
2025-04-02,6.625,2.3864294119022524,2.3864294119022524
2025-04-03,6.125,2.1147038882014555,2.1147038882014555
