Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,6.0,0.19381652790243944,0.19381652790243944
2024-10-01,6.5,0.3638031548332674,0.3638031548332674
2024-10-02,2.0,-1.1660764875441845,-1.1660764875441845
2024-10-03,4.25,-0.4011366663554585,-0.4011366663554585
2024-10-07,2.5,-0.9960898606133565,-0.9960898606133565
2024-10-08,4.25,-0.4011366663554585,-0.4011366663554585
2024-10-09,1.75,-1.2510698010095984,-1.2510698010095984
2024-10-14,2.75,-0.9110965471479425,-0.9110965471479425
2024-10-16,3.0,-0.8261032336825285,-0.8261032336825285
2024-10-17,1.75,-1.2510698010095984,-1.2510698010095984
2024-10-18,2.0,-1.1660764875441845,-1.1660764875441845
2024-10-21,4.5,-0.3161433528900445,-0.3161433528900445
2024-10-22,3.0,-0.8261032336825285,-0.8261032336825285
2024-10-23,3.5,-0.6561166067517005,-0.6561166067517005
2024-10-24,5.0,-0.14615672595921653,-0.14615672595921653
2024-10-28,5.75,0.10882321443702546,0.10882321443702546
2024-10-29,6.75,0.4487964682986814,0.4487964682986814
2024-11-04,7.25,0.6187830952295094,0.6187830952295094
2024-11-05,7.75,0.7887697221603374,0.7887697221603374
2024-11-06,6.75,0.4487964682986814,0.4487964682986814
2024-11-07,5.5,0.02382990097161146,0.02382990097161146
2024-11-11,2.0,-1.1660764875441845,-1.1660764875441845
2024-11-15,10.5,1.7236961702798914,1.7236961702798914
2024-11-18,5.5,0.02382990097161146,0.02382990097161146
2024-11-19,3.0,-0.8261032336825285,-0.8261032336825285
2024-11-20,2.75,-0.9110965471479425,-0.9110965471479425
2024-11-21,7.0,0.5337897817640954,0.5337897817640954
2024-11-25,5.25,-0.061163412493802534,-0.061163412493802534
2024-11-26,2.75,-0.9110965471479425,-0.9110965471479425
2024-11-28,4.5,-0.3161433528900445,-0.3161433528900445
2024-11-29,5.75,0.10882321443702546,0.10882321443702546
2024-12-02,8.75,1.1287429760219934,1.1287429760219934
2024-12-03,6.25,0.2788098413678534,0.2788098413678534
2024-12-04,6.5,0.3638031548332674,0.3638031548332674
2024-12-05,6.5,0.3638031548332674,0.3638031548332674
2024-12-10,5.5,0.02382990097161146,0.02382990097161146
2024-12-13,4.5,-0.3161433528900445,-0.3161433528900445
2024-12-16,3.5,-0.6561166067517005,-0.6561166067517005
2024-12-17,2.25,-1.0810831740787705,-1.0810831740787705
2024-12-18,15.5,3.4235624395881716,3.4235624395881716
2024-12-23,4.75,-0.23115003942463053,-0.23115003942463053
2024-12-24,4.5,-0.3161433528900445,-0.3161433528900445
2024-12-26,7.25,0.6187830952295094,0.6187830952295094
2024-12-27,5.0,-0.14615672595921653,-0.14615672595921653
2024-12-30,2.75,-0.9110965471479425,-0.9110965471479425
2024-12-31,6.75,0.4487964682986814,0.4487964682986814
2025-01-02,7.5,0.7037764086949234,0.7037764086949234
2025-01-03,4.0,-0.4861299798208725,-0.4861299798208725
2025-01-06,4.5,-0.3161433528900445,-0.3161433528900445
2025-01-07,3.75,-0.5711232932862865,-0.5711232932862865
2025-01-08,3.0,-0.8261032336825285,-0.8261032336825285
2025-01-09,2.5,-0.9960898606133565,-0.9960898606133565
2025-01-16,10.0,1.5537095433490633,1.5537095433490633
2025-01-17,3.75,-0.5711232932862865,-0.5711232932862865
2025-01-20,2.75,-0.9110965471479425,-0.9110965471479425
2025-01-21,3.25,-0.7411099202171145,-0.7411099202171145
2025-01-22,5.5,0.02382990097161146,0.02382990097161146
2025-01-23,3.25,-0.7411099202171145,-0.7411099202171145
2025-01-27,4.5,-0.3161433528900445,-0.3161433528900445
2025-01-28,4.0,-0.4861299798208725,-0.4861299798208725
2025-01-29,8.75,1.1287429760219934,1.1287429760219934
2025-02-03,6.25,0.2788098413678534,0.2788098413678534
2025-02-04,3.25,-0.7411099202171145,-0.7411099202171145
2025-02-05,3.5,-0.6561166067517005,-0.6561166067517005
2025-02-06,4.25,-0.4011366663554585,-0.4011366663554585
2025-02-11,2.5,-0.9960898606133565,-0.9960898606133565
2025-02-14,3.25,-0.7411099202171145,-0.7411099202171145
2025-02-17,1.0,-1.5060497414058405,-1.5060497414058405
2025-02-18,4.0,-0.4861299798208725,-0.4861299798208725
2025-02-19,3.25,-0.7411099202171145,-0.7411099202171145
2025-02-20,1.75,-1.2510698010095984,-1.2510698010095984
2025-02-24,3.5,-0.6561166067517005,-0.6561166067517005
2025-02-25,4.0,-0.4861299798208725,-0.4861299798208725
2025-02-26,8.75,1.1287429760219934,1.1287429760219934
2025-03-03,4.75,-0.23115003942463053,-0.23115003942463053
2025-03-04,13.25,2.6586226183994452,2.6586226183994452
2025-03-05,7.0,0.5337897817640954,0.5337897817640954
2025-03-06,7.5,0.7037764086949234,0.7037764086949234
2025-03-11,12.0,2.233656051072375,2.233656051072375
2025-03-17,6.5,0.3638031548332674,0.3638031548332674
2025-03-18,5.5,0.02382990097161146,0.02382990097161146
2025-03-19,8.75,1.1287429760219934,1.1287429760219934
2025-03-20,6.0,0.19381652790243944,0.19381652790243944
2025-03-21,5.0,-0.14615672595921653,-0.14615672595921653
2025-03-24,2.5,-0.9960898606133565,-0.9960898606133565
2025-03-25,3.75,-0.5711232932862865,-0.5711232932862865
2025-03-26,3.5,-0.6561166067517005,-0.6561166067517005
2025-03-31,5.75,0.10882321443702546,0.10882321443702546
2025-04-01,4.0,-0.4861299798208725,-0.4861299798208725
2025-04-02,10.25,1.6387028568144772,1.6387028568144772
2025-04-03,6.25,0.2788098413678534,0.2788098413678534
2025-04-07,15.75,3.5085557530535856,3.5085557530535856
2025-04-08,12.0,2.233656051072375,2.233656051072375
2025-04-09,14.25,2.9985958722611015,2.9985958722611015
2025-04-15,7.5,0.7037764086949234,0.7037764086949234
2025-04-16,8.75,1.1287429760219934,1.1287429760219934
2025-04-17,5.75,0.10882321443702546,0.10882321443702546
2025-04-21,7.75,0.7887697221603374,0.7887697221603374
2025-04-22,3.75,-0.5711232932862865,-0.5711232932862865
2025-04-23,9.25,1.2987296029528215,1.2987296029528215
2025-04-24,4.0,-0.4861299798208725,-0.4861299798208725
2025-04-28,6.75,0.4487964682986814,0.4487964682986814
2025-04-29,3.5,-0.6561166067517005,-0.6561166067517005
2025-05-01,6.25,0.2788098413678534,0.2788098413678534
2025-05-05,4.0,-0.4861299798208725,-0.4861299798208725
2025-05-06,5.5,0.02382990097161146,0.02382990097161146
2025-05-07,2.0,-1.1660764875441845,-1.1660764875441845
