Date,"Volatility of Returns (Session:London 0-7 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-11-04,5.0,-0.18846522463544238,-0.18846522463544238
2024-11-05,8.0,0.9114301847123851,0.9114301847123851
2024-11-06,6.25,0.26982452925948575,0.26982452925948575
2024-11-07,12.25,2.469615347955141,2.469615347955141
2024-11-11,5.75,0.08650862770151449,0.08650862770151449
2024-11-15,10.25,1.736351741723256,1.736351741723256
2024-11-18,5.75,0.08650862770151449,0.08650862770151449
2024-11-19,5.5,-0.005149323077471135,-0.005149323077471135
2024-11-20,5.5,-0.005149323077471135,-0.005149323077471135
2024-11-21,5.75,0.08650862770151449,0.08650862770151449
2024-11-25,9.75,1.5530358401652846,1.5530358401652846
2024-11-26,5.5,-0.005149323077471135,-0.005149323077471135
2024-11-29,5.25,-0.09680727385645677,-0.09680727385645677
2024-12-02,11.25,2.1029835448391982,2.1029835448391982
2024-12-03,9.0,1.2780619878283277,1.2780619878283277
2024-12-04,12.0,2.3779573971761554,2.3779573971761554
2024-12-05,6.0,0.17816657848050013,0.17816657848050013
2024-12-10,6.5,0.3614824800384714,0.3614824800384714
2024-12-13,6.0,0.17816657848050013,0.17816657848050013
2024-12-16,5.5,-0.005149323077471135,-0.005149323077471135
2024-12-17,7.25,0.6364563323754283,0.6364563323754283
2024-12-18,5.5,-0.005149323077471135,-0.005149323077471135
2024-12-23,4.5,-0.37178112619341364,-0.37178112619341364
2024-12-24,2.0,-1.2883606339832698,-1.2883606339832698
2024-12-26,3.5,-0.7384129293093562,-0.7384129293093562
2024-12-27,4.75,-0.28012317541442805,-0.28012317541442805
2024-12-30,7.5,0.7281142831544138,0.7281142831544138
2024-12-31,6.0,0.17816657848050013,0.17816657848050013
2025-01-02,8.0,0.9114301847123851,0.9114301847123851
2025-01-03,5.0,-0.18846522463544238,-0.18846522463544238
2025-01-06,7.5,0.7281142831544138,0.7281142831544138
2025-01-07,8.0,0.9114301847123851,0.9114301847123851
2025-01-08,6.25,0.26982452925948575,0.26982452925948575
2025-01-09,4.0,-0.5550970277513849,-0.5550970277513849
2025-01-16,10.75,1.919667643281227,1.919667643281227
2025-01-17,6.5,0.3614824800384714,0.3614824800384714
2025-01-20,8.0,0.9114301847123851,0.9114301847123851
2025-01-21,4.0,-0.5550970277513849,-0.5550970277513849
2025-01-22,5.5,-0.005149323077471135,-0.005149323077471135
2025-01-23,4.75,-0.28012317541442805,-0.28012317541442805
2025-01-27,7.75,0.8197722339333995,0.8197722339333995
2025-01-28,4.25,-0.4634390769723993,-0.4634390769723993
2025-01-29,5.25,-0.09680727385645677,-0.09680727385645677
2025-02-03,5.25,-0.09680727385645677,-0.09680727385645677
2025-02-04,4.5,-0.37178112619341364,-0.37178112619341364
2025-02-05,4.5,-0.37178112619341364,-0.37178112619341364
2025-02-06,2.75,-1.0133867816463131,-1.0133867816463131
2025-02-11,3.5,-0.7384129293093562,-0.7384129293093562
2025-02-14,2.75,-1.0133867816463131,-1.0133867816463131
2025-02-17,2.0,-1.2883606339832698,-1.2883606339832698
2025-02-18,1.75,-1.3800185847622555,-1.3800185847622555
2025-02-19,2.5,-1.1050447324252988,-1.1050447324252988
2025-02-20,2.75,-1.0133867816463131,-1.0133867816463131
2025-02-24,2.5,-1.1050447324252988,-1.1050447324252988
2025-02-25,5.75,0.08650862770151449,0.08650862770151449
2025-02-26,3.75,-0.6467549785303706,-0.6467549785303706
2025-03-03,4.25,-0.4634390769723993,-0.4634390769723993
2025-03-04,5.75,0.08650862770151449,0.08650862770151449
2025-03-05,5.0,-0.18846522463544238,-0.18846522463544238
2025-03-06,5.25,-0.09680727385645677,-0.09680727385645677
2025-03-11,5.75,0.08650862770151449,0.08650862770151449
2025-03-17,3.25,-0.8300708800883418,-0.8300708800883418
2025-03-18,3.75,-0.6467549785303706,-0.6467549785303706
2025-03-19,3.25,-0.8300708800883418,-0.8300708800883418
2025-03-20,5.25,-0.09680727385645677,-0.09680727385645677
2025-03-21,4.5,-0.37178112619341364,-0.37178112619341364
2025-03-24,2.25,-1.1967026832042844,-1.1967026832042844
2025-03-25,4.75,-0.28012317541442805,-0.28012317541442805
2025-03-26,3.25,-0.8300708800883418,-0.8300708800883418
2025-03-31,3.5,-0.7384129293093562,-0.7384129293093562
2025-04-01,4.5,-0.37178112619341364,-0.37178112619341364
2025-04-02,6.25,0.26982452925948575,0.26982452925948575
2025-04-03,5.25,-0.09680727385645677,-0.09680727385645677
2025-04-07,16.0,3.8444846096399257,3.8444846096399257
2025-04-08,6.0,0.17816657848050013,0.17816657848050013
2025-04-09,15.5,3.6611687080819544,3.6611687080819544
2025-04-15,5.25,-0.09680727385645677,-0.09680727385645677
2025-04-16,5.5,-0.005149323077471135,-0.005149323077471135
2025-04-17,3.5,-0.7384129293093562,-0.7384129293093562
2025-04-21,3.75,-0.6467549785303706,-0.6467549785303706
2025-04-22,3.75,-0.6467549785303706,-0.6467549785303706
2025-04-23,5.5,-0.005149323077471135,-0.005149323077471135
2025-04-24,3.5,-0.7384129293093562,-0.7384129293093562
2025-04-28,4.5,-0.37178112619341364,-0.37178112619341364
2025-04-29,3.75,-0.6467549785303706,-0.6467549785303706
2025-05-01,5.0,-0.18846522463544238,-0.18846522463544238
2025-05-05,2.0,-1.2883606339832698,-1.2883606339832698
2025-05-06,3.25,-0.8300708800883418,-0.8300708800883418
2025-05-07,0.75,-1.746650387878198,-1.746650387878198
