Date,"Volatility of Returns (Session:All day, Interval:1d, Symbol:FGBL)",ZScore wrt All Days,ZScore wrt Given Days
2008-12-29,73.0000000000004,-0.1370122432384137,-0.1370122432384137
2008-12-30,73.0000000000004,-0.1370122432384137,-0.1370122432384137
2009-01-02,146.0000000000008,1.543521373895574,1.543521373895574
2009-01-05,87.99999999999955,0.20830288356991844,0.20830288356991844
2009-01-06,164.00000000000006,1.9578995260655792,1.9578995260655792
2009-01-07,100.0,0.4845549850166103,0.4845549850166103
2009-01-08,135.99999999999994,1.3133112893566532,1.3133112893566532
2009-01-09,146.0000000000008,1.543521373895574,1.543521373895574
2009-01-12,79.99999999999972,0.024134815938801405,0.024134815938801405
2009-01-13,43.99999999999977,-0.8046214884012416,-0.8046214884012416
2009-01-14,135.00000000000085,1.290290280902784,1.290290280902784
2009-01-15,84.99999999999943,0.13923985820824544,0.13923985820824544
2009-01-16,76.00000000000051,-0.06794921787674076,-0.06794921787674076
2009-01-19,121.99999999999989,0.9910171710021903,0.9910171710021903
2009-01-20,105.00000000000114,0.599660027286087,0.599660027286087
2009-01-21,68.99999999999977,-0.22909627705398858,-0.22909627705398858
2009-01-22,125.0,1.0600801963638633,1.0600801963638633
2009-01-23,162.00000000000045,1.911857509157808,1.911857509157808
2009-01-26,122.99999999999898,1.0140381794560596,1.0140381794560596
2009-01-27,126.9999999999996,1.1061222132716344,1.1061222132716344
2009-01-28,84.99999999999943,0.13923985820824544,0.13923985820824544
2009-01-29,101.00000000000051,0.5075759934705122,0.5075759934705122
2009-01-30,81.00000000000023,0.0471558243927033,0.0471558243927033
2009-02-02,89.99999999999915,0.2543449004776895,0.2543449004776895
2009-02-03,100.0,0.4845549850166103,0.4845549850166103
2009-02-04,62.000000000000455,-0.3902433362312037,-0.3902433362312037
2009-02-05,104.00000000000063,0.5766390188321852,0.5766390188321852
2009-02-06,96.99999999999989,0.41549195965493735,0.41549195965493735
2009-02-09,67.00000000000017,-0.27513829396175965,-0.27513829396175965
2009-02-10,103.00000000000011,0.5536180103782833,0.5536180103782833
2009-02-11,137.00000000000045,1.3363322978105552,1.3363322978105552
2009-02-12,118.00000000000068,0.8989331371866481,0.8989331371866481
2009-02-13,57.99999999999983,-0.48232737004677856,-0.48232737004677856
2009-02-16,89.00000000000006,0.2313238920238203,0.2313238920238203
2009-02-17,78.9999999999992,0.0011138074848995089,0.0011138074848995089
2009-02-18,76.9999999999996,-0.04492820942287157,-0.04492820942287157
2009-02-19,107.99999999999983,0.6687230526477274,0.6687230526477274
2009-02-20,81.99999999999932,0.07017683284657249,0.07017683284657249
2009-02-23,82.99999999999983,0.09319784130047437,0.09319784130047437
2009-02-24,64.00000000000006,-0.3442013193234326,-0.3442013193234326
2009-02-25,73.0000000000004,-0.1370122432384137,-0.1370122432384137
2009-02-26,110.99999999999994,0.7377860780094003,0.7377860780094003
2009-02-27,104.99999999999972,0.5996600272860544,0.5996600272860544
2009-03-02,59.00000000000034,-0.4593063615928767,-0.4593063615928767
2009-03-03,48.0000000000004,-0.7125374545856666,-0.7125374545856666
2009-03-04,93.99999999999977,0.3464289342932644,0.3464289342932644
2009-03-05,162.99999999999955,1.9348785176116774,1.9348785176116774
2009-03-06,84.99999999999943,0.13923985820824544,0.13923985820824544
2009-03-09,62.999999999999545,-0.36722232777733455,-0.36722232777733455
2009-03-10,76.00000000000051,-0.06794921787674076,-0.06794921787674076
2009-03-11,95.00000000000028,0.36944994274716625,0.36944994274716625
2009-03-12,60.00000000000085,-0.4362853531389748,-0.4362853531389748
2009-03-13,100.0,0.4845549850166103,0.4845549850166103
2009-03-16,54.999999999999716,-0.5513903954084516,-0.5513903954084516
2009-03-17,93.99999999999977,0.3464289342932644,0.3464289342932644
2009-03-18,235.99999999999994,3.6154121347456654,3.6154121347456654
2009-03-19,101.00000000000051,0.5075759934705122,0.5075759934705122
2009-03-20,83.99999999999892,0.11621884975434356,0.11621884975434356
2009-03-23,68.99999999999977,-0.22909627705398858,-0.22909627705398858
2009-03-24,117.99999999999926,0.8989331371866154,0.8989331371866154
2009-03-25,71.0000000000008,-0.1830542601461848,-0.1830542601461848
2009-03-26,76.9999999999996,-0.04492820942287157,-0.04492820942287157
2009-03-27,78.00000000000011,-0.021907200968969674,-0.021907200968969674
2009-03-30,103.9999999999992,0.5766390188321525,0.5766390188321525
2009-03-31,62.999999999999545,-0.36722232777733455,-0.36722232777733455
2009-04-01,43.99999999999977,-0.8046214884012416,-0.8046214884012416
2009-04-02,175.0,2.2111306190583693,2.2111306190583693
2009-04-03,117.00000000000017,0.8759121287327463,0.8759121287327463
2009-04-06,62.999999999999545,-0.36722232777733455,-0.36722232777733455
2009-04-07,43.99999999999977,-0.8046214884012416,-0.8046214884012416
2009-04-08,78.9999999999992,0.0011138074848995089,0.0011138074848995089
2009-04-09,67.00000000000017,-0.27513829396175965,-0.27513829396175965
2009-04-14,45.000000000000284,-0.7816004799473396,-0.7816004799473396
2009-04-15,57.99999999999983,-0.48232737004677856,-0.48232737004677856
2009-04-16,57.99999999999983,-0.48232737004677856,-0.48232737004677856
2009-04-17,95.00000000000028,0.36944994274716625,0.36944994274716625
2009-04-20,132.00000000000074,1.2212272555411112,1.2212272555411112
2009-04-21,81.00000000000023,0.0471558243927033,0.0471558243927033
2009-04-22,104.99999999999972,0.5996600272860544,0.5996600272860544
2009-04-23,51.9999999999996,-0.6204534207701246,-0.6204534207701246
2009-04-24,60.99999999999994,-0.4132643446851056,-0.4132643446851056
